Filename,DIMBOA,DIMBOA-Glc,DIBOA,HDBOA-Glc,HDMBOA-Glc,InternalStandard
44,181180.7145,16699.74452,5011.815558,17654624.13,1151816.308,52261216.75
45,327318.1974,237281.153,265797.0489,4423606.745,172688.5817,51099400.41
46,466385.1195,393649.0051,4483.430486,4857724.53,746042.029,45872412.89
47,2060778.938,892238.458,332855.0857,12853882.81,490972.0358,48452158.97
48,31941.1657,460022.7936,7106.66672,13479762.9,342731.7167,51331531.46
49,1832614.567,597995.0897,17007.29818,34543189.41,4407880.969,47428231.45
50,756517.6925,239310.3094,19168.16279,18851499.02,1179245.695,50014015.41
51,849831.3633,3013522.91,17043.16613,151310157.7,156820537.6,49678392.06
52,6340643.63,4108747.18,36424.53851,121145472,124715417.6,51765559.03
53,442323.7376,1587730.73,19158.90749,77918739.69,93776800.73,48668873.73
54,2783522.513,890875.2355,36206.77727,75304671.78,104793614.9,48852634.6
55,8038915.263,3820144.14,20326.49911,89249703.35,86933970.93,51814372.2
56,58979.42829,5410073.29,82192.50734,79705427.77,113709769.8,48437985.69
57,810065.5596,10214160.76,57742.42353,56751224.47,103636518.9,51579037.84
58,551873.0473,22214880.89,125975.3006,111743782.6,108113913.9,51793533.04
59,50027509.18,7131726.087,53410.04661,84334808.24,112480252.5,50773620.58
60,1453275.941,11176606.52,36498.58943,140621635.7,145518069.3,50503194.62
61,1414316.054,924343.2214,384742.2073,12753474.02,4146961.898,43715831.24
62,13956.20849,2951504.835,313978.0182,30360484.1,4085326.267,44776525.17
63,28299.9065,4643080.103,443045.6851,40795519.11,2127048.845,44445196.14
64,635348.4412,444783.2627,5952.882968,12556943.42,2114992.265,45183571.79
65,2094697.576,1398807.628,5119.837716,30396881.19,3316244.393,45945582.23
66,1809614.146,583275.4586,7056.103644,24115734.77,1983879.655,48178168.37
67,8215864.532,4548902.222,14312.84348,62676869.11,3311655.81,47539080.81
68,37449429.6,8445231.906,14973.83016,52377886.33,4135199.302,43770430.82
69,34046.83559,3543602.14,4225.193143,24710148.69,2980928.017,49553142.49
70,3439814.782,1744043.764,264504.3416,25046493.03,4784279.932,47565376.03
71,31042189.15,14313206.46,405863.0924,172406793,136193375.6,47971049.24
72,22633068.77,11311533.76,13911.07979,167634963.4,122977065.1,47637818.09
73,65473709.87,27259345.64,22454.67818,130124492.4,137618816.8,51719891.95
74,56997.29634,3125087.922,50153.39595,183789582.4,138108706.3,50595814.94
